ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,ZIP
2fcb687b-f65c-44d6-afb8-e48fd2b7f262,2007-12-02,,999-77-1406,,,,Brady998,Lubowitz58,,,,white,french_canadian,M,Buffalo,634 Schmidt Divide,Yonkers,New York,10583
c076d290-049b-46e6-95a6-f0fc8d040829,1974-11-11,,999-49-3229,S99933069,X85421684X,Mrs.,Ariane992,Herzog843,,Rau926,M,white,german,F,Buffalo,516 Thiel Trafficway Suite 3,Syracuse,New York,13120
eda0234c-58dd-4ad4-823f-4ecc2d3921bb,2009-12-29,,999-37-6409,,,,Rigoberto443,Heathcote539,,,,white,irish,M,Newark,891 Lebsack Key Suite 4,Victor,New York,14564
5a0142e8-c06a-4721-9825-509a258dc23d,1938-01-31,,999-64-8264,S99991137,X58021400X,Ms.,Robert854,Beatty507,,,S,hispanic,south_american,F,Sleepy Hollow,578 Rolfson Mill Apt 17,Yonkers,New York,10583
31db6862-7456-4fa1-99d1-5d391b3a1755,1998-08-28,,999-73-1203,S99978069,X53698921X,Mr.,Robin66,Kris249,,,,asian,chinese,M,Kensington,198 Brakus Hollow,New York,New York,10001
5a12fcf5-1785-40ca-9674-7d9be143e22d,2015-05-08,,999-89-3017,,,,Manuela585,Bartoletti50,,,,white,american,F,Yonkers,851 Bahringer Spur,Henrietta,New York,14467
40d3b061-584e-4719-9fed-5926626d6a09,1929-09-04,,999-33-9038,S99990622,X47696528X,Mrs.,Carlena776,Erdman779,,Ledner144,M,white,portuguese,F,Port Chester,493 Carter Rue,Lindenhurst,New York,11757
429e490c-017b-4456-8c71-4e5b34c2de01,1959-07-09,1967-09-28,999-86-8222,,,,Alejandro916,Tromp100,,,,white,irish,M,Peru,950 Witting Road Apt 14,Rotterdam,New York,12303
db4a7824-306d-48b8-ad4d-ded9abebded7,1961-04-29,,999-53-1073,S99952438,X54599686X,Mrs.,Victoria535,Trejo396,,Valverde277,M,black,dominican,F,Mansfield,959 Champlin Wynd,Cortland,New York,13045
b84cd8e5-9fbc-472a-a4bc-9b0d38cb1788,1992-06-09,,999-85-7113,S99996623,X12088742X,Ms.,Ami949,Bartoletti50,,,,white,irish,F,Kent,1026 Rowe Lodge,New York,New York,10001
772f267f-ae45-4785-b464-136e6a6fbaa7,1980-09-24,,999-87-3601,S99911098,X71590539X,Mr.,Bryant814,Jaskolski867,,,M,white,portuguese,M,Fredonia,208 Greenfelder Bridge,Endicott,New York,13760
d911155b-c7c1-40f9-b416-44ba43baab44,1959-07-09,,999-79-4296,S99975662,X49746022X,Mr.,Adan632,Daugherty69,,,M,white,irish,M,Buffalo,150 Kris Mews Suite 23,Rotterdam,New York,12303
def6c0e6-1357-48a1-92cf-a751fc573df0,1979-07-11,,999-24-3263,S99953302,X9776664X,Mrs.,Mariella503,Bahringer146,,Windler79,M,white,american,F,Clifton Park,451 Quigley Village,Mineola,New York,11501
1b9bcca3-2fdf-46af-b30b-724c425d2a0f,1970-02-04,,999-72-3853,S99917164,X8530063X,Mrs.,Elizbeth263,Jacobi462,,Ondricka197,M,white,irish,F,Albany,270 O'Keefe Ramp Apt 98,Kiryas Joel,New York,10950
ba800f84-a797-4282-b183-7486038655d2,1913-08-28,,999-49-3033,S99946439,X11744720X,Ms.,Tanisha724,Raynor401,,,S,white,french,F,Tonawanda,379 Kutch Harbor Apt 65,Greece,New York,14626
f91de0ad-63f8-4e28-ad60-cefce3e340b2,1979-10-06,,999-91-2480,S99958629,X51822247X,Mr.,Brenton674,Schuppe920,,,M,white,irish,M,New York,242 Raynor Lodge Suite 9,Rye,New York,10528
16d7ae23-b36a-4b88-817e-60ff2bd41e3f,1992-02-24,,999-30-9408,S99997725,X40006235X,Ms.,Un745,Lindgren255,,,,white,italian,F,Buffalo,158 Hudson Way,New Windsor,New York,12553
64f3c251-d0d5-477d-9aea-2348380eeed3,2008-01-26,,999-11-8391,,,,Johnathon489,Kuhic920,,,,white,irish,M,Patchogue,501 Murazik Bay Apt 90,Syracuse,New York,13120
15002967-9047-468f-9866-c62ddffb7bae,1954-03-25,,999-28-8565,S99935606,X20213531X,Mrs.,Trisha327,Schowalter414,MD,Stanton715,M,black,african,F,Wright,291 Turcotte Drive,Piermont,New York,10960
34e469b6-4c82-49cc-a8ae-f90bc9740801,1965-07-14,,999-36-7963,S99959243,X48995725X,Mrs.,Yadira684,Pagac496,,Casper496,M,white,scottish,F,Lindenhurst,341 Douglas Junction,Victor,New York,14564
c1145b98-37f2-4e7f-a565-76a4b8b8c15a,2004-09-13,,999-72-4825,,,,Dixie159,Leuschke194,,,,hispanic,mexican,F,Jamestown,1071 Hodkiewicz Mews Unit 48,Yonkers,New York,10583
3dcea7af-54b3-41c1-9b06-3443721a6bcf,1971-10-29,1991-08-30,999-21-8826,S99947032,,Mr.,Alexis664,Schowalter414,,,,white,german,M,Rockland,665 Sauer Terrace Unit 12,Buffalo,New York,14201
9e7cd166-15e3-4b9e-ad12-95dd78e3c2fb,2010-03-10,,999-71-1291,,,,Madeleine482,Pollich983,,,,white,french_canadian,F,Utica,221 Trantow Approach Unit 97,Lackawanna,New York,14218
a9be4bff-d15b-4871-9c40-91e6ca78fdde,1964-04-03,,999-21-8623,S99973901,X69421718X,Mrs.,Krista314,Treutel973,,Lueilwitz711,M,white,italian,F,New Rochelle,379 McClure Branch Apt 49,Port Byron,New York,13140
74285dbc-1ada-45de-824a-9f0fd69437b8,1987-04-24,,999-31-9700,S99985863,X32297862X,Mr.,Aaron697,Murray856,,,M,white,polish,M,Springville,730 Medhurst Path,Vestal,New York,13850
f57eb306-9e0d-4692-bdf0-0be5df4a287b,2017-08-01,,999-58-9741,,,,Esteban536,Correa904,,,,black,west_indian,M,Westbury,526 Hansen Manor,Mount Kisco,New York,10549
e69f1c95-850f-4d3d-bc6d-04cae124720e,1986-09-24,,999-72-8709,S99952974,X22748578X,Mr.,Williams176,Ratke343,,,M,white,italian,M,Constable,578 Bashirian Boulevard Suite 91,Saratoga Springs,New York,12020
68af5edc-1a98-4fec-bc60-81ba193e5d0f,1971-10-29,,999-31-5836,S99912740,X59766047X,Mr.,Darrel772,Nikolaus26,,,M,white,german,M,Yonkers,173 Ritchie Way Apt 37,Buffalo,New York,14201
4ce631a9-643b-466a-9443-9de27edbb839,1958-08-30,,999-85-8680,S99925617,X62986370X,Mr.,Juan88,Sotelo656,,,M,hispanic,puerto_rican,M,Beacon,672 Raynor Port,Glens Falls,New York,12801
c771d98c-1e34-4a47-a58c-13b61c92217a,1955-12-31,,999-12-3021,S99928823,X6688056X,Ms.,Elsa29,Nájera755,,,S,hispanic,puerto_rican,F,Croghan,1062 Hane Way,New York,New York,10001
b8f5ff92-a25e-44bc-ad1b-88b92727289a,2006-01-11,,999-27-2926,,,,Errol226,Metz686,,,,white,french_canadian,M,Bangor,883 Purdy Grove,Penfield,New York,14526
ec261914-e1f7-457e-94f4-ebbf749afa80,1962-02-18,,999-12-1885,S99926990,X66328858X,Ms.,Hortencia577,Kovacek682,,,S,white,english,F,New York,312 Rippin Passage Suite 39,Locke,New York,13092
77f805cc-eb94-4cd9-934f-3b39431e94e5,1982-10-01,,999-54-9768,S99925056,X7126817X,Mr.,Joaquín233,Ballesteros368,,,M,hispanic,puerto_rican,M,Herkimer,966 Heller Club,Marbletown,New York,
5cefef6d-5adb-4b3e-89f9-7ff8d84e0715,1990-03-12,,999-80-2869,S99944844,X62398072X,Mrs.,Shelba765,Renner328,,Hickle134,M,white,irish,F,Ithaca,651 Welch Light,Henderson,New York,13650
63a6976b-3d2a-440c-b5bf-0400fc6f4ef9,1993-02-08,,999-55-9304,S99931949,X6245061X,Ms.,Alyssa971,Gutkowski940,,,,white,irish,F,New York,468 Wolf Plaza Apt 81,East Fishkill,New York,
d259d4dc-d860-47db-9277-04de77763bad,1942-04-22,1991-07-24,999-59-3409,S99955582,X85721915X,Mrs.,Muriel394,Maggio310,,Herzog843,M,native,american_indian,F,Chili,779 Kihn Heights,New York,New York,10001
b7c5b47a-b784-4abe-a77a-02d228e51635,1968-06-26,,999-14-7496,S99928972,X64292724X,Mr.,Wilson960,Reilly981,,,S,white,irish,M,Windham,538 Schuster Boulevard,Carmel,New York,10512
660f0ea8-e808-4315-8e8a-77c80d96adc0,1967-11-27,,999-62-1389,S99949043,X64515118X,Mrs.,Antonia30,Wintheiser220,,Romaguera67,M,asian,chinese,F,Great Neck Plaza,598 Heller Fort Unit 67,Yonkers,New York,10583
807e29f9-71b7-4a89-b2dc-e285ed081ca4,1960-09-30,2012-09-14,999-30-4620,S99986615,X80189797X,Mrs.,Mertie42,Nader710,,Boyer713,M,white,russian,F,Newburgh,1077 Toy Landing,East Fishkill,New York,
